13:51:15.550427049,-77.00,40.7887947,-8.6718195
13:51:16.974141844,-78.50,40.7887947,-8.6718195
13:51:18.398967714,-77.50,40.7887947,-8.6718195
13:51:19.822809305,-79.50,40.7887947,-8.6718195
13:51:21.246877101,-77.00,40.7887947,-8.6718195
13:51:22.671543656,-78.50,40.7887947,-8.6718195
13:51:23.96062321,78.00,40.7887947,-8.6718195
13:51:25.520109098,-77.50,40.7887947,-8.6718195
13:51:26.943780375,-77.50,40.7887947,-8.6718195
13:51:28.368992171,-76.50,40.7887947,-8.6718195
14:57:11.274193820,-78.50,40.7887947,-8.6718195
14:57:12.698207783,-77.50,40.7887947,-8.6718195
14:57:13.122344856,-79.00,40.7887947,-8.6718195
14:57:15.546420448,-77.50,40.7887947,-8.6718195
14:57:16.969911169,-76.50,40.7887947,-8.6718195
14:57:18.394620335,-77.50,40.7887947,-8.6718195
14:57:19.818876593,-77.00,40.7887947,-8.6718195
14:57:21.243246648,-80.50,40.7887947,-8.6718195
14:57:22.667263721,-75.50,40.7887947,-8.6718195
14:57:23.91276331,76.00,40.7887947,-8.6718195
